"SMILES","Melting Point {measured}","UNIT {Melting Point}","Melting Point {measured, converted}","UNIT {Melting Point}"
"[O-][N+](=O)C1=CC=CC=C1SSC1=CC=CC=C1[N+]([O-])=O","194.0 - 196.5","?C","195.0","Celsius"
"CC(=C)C1=CC=C(C=C1)C(C)=C","63.5 - 66.0","?C","64.8","Celsius"
"BrC1=C(Br)C(Br)=C(Br)S1","115.0 - 117.5","?C","116.0","Celsius"
"CC(=O)O[Si](C)(OC(C)=O)OC(C)=O","40.5 - 43.0","?C","41.8","Celsius"
"ClC1=CN=CC(Cl)=N1","54.0 - 56.5","?C","55.2","Celsius"
"COC1=CC=C(C(OC)=C1)[N+]([O-])=O","74.0 - 76.5","?C","75.2","Celsius"
"C[C@H](NC(=O)OC(C)(C)C)C(O)=O","79.5 - 82.0","?C","80.8","Celsius"
"[O-][N+](=O)C1=CC(Cl)=C(Cl)C(Cl)=C1","70.0 - 72.5","?C","71.2","Celsius"
"NC1=CC2=C(CCC2)C=C1","35.0 - 37.5","?C","36.2","Celsius"
"COC(C(=O)C1=CC=CC=C1)C1=CC=CC=C1","47.0 - 49.5","?C","48.2","Celsius"
"CC(=O)OC[C@H]1O[C@H](Br)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O","87.0 - 89.5","?C","88.2","Celsius"
"OCC1=CC=C(O1)C=O","31.5 - 34.0","?C","32.8","Celsius"
"C[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1","67.0 - 69.5","?C","68.2","Celsius"
"COC1=CC=C(OC)C(N)=C1","80.0 - 82.5","?C","81.2","Celsius"
"NC1=CC(Cl)=C(Cl)C=C1Cl","94.0 - 96.5","?C","95.2","Celsius"
"BrCC1=CC=C(CBr)C=C1","142.0 - 144.5","?C","143.0","Celsius"
"OC(=O)COC1=CC=C(Cl)C=C1Cl","138.0 - 140.5","?C","139.0","Celsius"
"NC(=O)C1=CC(N)=CC=C1","113.0 - 115.5","?C","114.0","Celsius"
"COC1=CC=CC=C1OCC(O)CO","78.5 - 81.0","?C","79.8","Celsius"
"C1CCN2N=NN=C2CC1","57.5 - 60.0","?C","58.8","Celsius"
"CCOS(=O)(=O)C1=CC=C(C)C=C1","32.0 - 34.5","?C","33.2","Celsius"
"CC1=CNC2=CC=CC=C12","95.0","?C","95.0","Celsius"
"COC1=CC=CC(OC)=C1O","54.0 - 56.5","?C","55.2","Celsius"
"CC(=O)C1=CC=C(O)C=C1","107.0 - 109.5","?C","108.0","Celsius"
"COC1=CC(=CC=C1O)C(O)=O","211.5 - 214.0","?C","213.0","Celsius"
"CN(C)C1=CC=C(C=C1)\N=N\C1=CC=CC=C1C(O)=O","180.5 - 183.0","?C","182.0","Celsius"
"COC1=CC(=CC(OC)=C1O)C(O)=O","205.0 - 207.5","?C","206.0","Celsius"
"ClCC(=O)C1=CC=CC=C1","54.0 - 56.5","?C","55.2","Celsius"
"CC(C)=CC(O)=O","67.0 - 69.5","?C","68.2","Celsius"
"[O-][N+](=O)C1=CC=CC=C1C=O","43.5 - 46.0","?C","44.8","Celsius"
"CC1=CC=C(CO)C=C1","59.0 - 61.5","?C","60.2","Celsius"
"BrC1=CC=C(OC2=CC=C(Br)C=C2)C=C1","58.0 - 60.5","?C","59.2","Celsius"
"CC(C)(C)C1=CC=CC(=C1O)C(C)(C)C","36.5 - 39.0","?C","37.8","Celsius"
"O=C1OC2(OC=C(C2=O)C2=CC=CC=C2)C2=CC=CC=C12","154.5 - 157.0","?C","156.0","Celsius"
"O=C(CC#N)C1=CC=CC=C1","80.5 - 83.0","?C","81.8","Celsius"
"CC1=CC=C(Cl)C(N)=C1","29.5 - 32.0","?C","30.8","Celsius"
"CC1=CC(=O)C=C(C)C1=O","70.0 - 72.5","?C","71.2","Celsius"
"CC(=O)C1=CC=CC=C1C(O)=O","114.5 - 117.0","?C","116.0","Celsius"
"OCC1=CC=C(C=C1)[N+]([O-])=O","94.0 - 96.5","?C","95.2","Celsius"
"COC1=CC=C(C=C1O)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1","227.5 - 230.0","?C","229.0","Celsius"
"NC1=CC=C(C=C)C=C1","23.5 - 26.0","?C","24.8","Celsius"
"OC1C2=CC=CC=C2C2=CC=CC=C12","153.5 - 156.0","?C","155.0","Celsius"
"S=C(NC1=CC=CC=C1)NC1=CC=CC=C1","152.0 - 154.5","?C","153.0","Celsius"
"COC1=CC=C2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5OC1=C2[C@]45CCN3C","155.0 - 157.5","?C","156.0","Celsius"
"NCCCCCCN","39.0 - 41.5","?C","40.2","Celsius"
"NC1=CC(Br)=CC=C1","16.0 - 18.5","?C","17.2","Celsius"
"NC1=C(Cl)C=C(Cl)C=C1","61.0 - 63.5","?C","62.2","Celsius"
"CC(C)C1=CC=C(C)C=C1O","49.0 - 51.5","?C","50.2","Celsius"
"CC(=O)C1=CC(N)=CC=C1","96.0 - 98.5","?C","97.2","Celsius"
"COC1=CC(OC)=CC(OC)=C1","52.0 - 54.5","?C","53.2","Celsius"
"COC1=CC=C(C=C1)C#N","59.0 - 61.5","?C","60.2","Celsius"
"OC1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(O)C=C1","260.0 - 262.5","?C","261.0","Celsius"
"[O-][N+](=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl","141.5 - 144.0","?C","143.0","Celsius"
"NC1=CC=CC=C1C1=CC=CC=C1","49.0 - 51.5","?C","50.2","Celsius"
"CC1=CC=C(C=C1[N+]([O-])=O)[N+]([O-])=O","68.5 - 71.0","?C","69.8","Celsius"
"NC(=O)C1=CC=C(C=C1)[N+]([O-])=O","200.0 - 202.5","?C","201.0","Celsius"
"OC1=CC=CC(=C1)C#N","79.5 - 82.0","?C","80.8","Celsius"
"NC1=CC=C(Cl)C=C1","70.0 - 72.5","?C","71.2","Celsius"
"OC(=O)C1=CC=C(O)C=C1","214.5 - 217.0","?C","216.0","Celsius"
"COC1=CC(\C=C\C(=O)C2=CC=CC=C2O)=CC=C1O","126.5 - 129.0","?C","128.0","Celsius"
"NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1","200.0 - 202.5","?C","201.0","Celsius"
"BrC1=CC(Br)=C(Br)C=C1","42.0 - 44.5","?C","43.2","Celsius"
"ClC1=CC=C(C=O)C=C1","46.0 - 48.5","?C","47.2","Celsius"
"C1=CC=C2C(=C1)C1=CC=CC=C1C1=CC=CC=C21","196.5 - 199.0","?C","198.0","Celsius"
"NCCN","8.5 - 11.1","?C","9.8","Celsius"
"[O-][N+](=O)C1=CC=CC(=C1)C(F)(F)F","-5.0 - -2.4","?C","-3.7","Celsius"
"CCC(=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1","98.85 - 101.5","?C","100.0","Celsius"
"OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1","148.85 - 151.5","?C","150.0","Celsius"
"C1=CC2=C3C4=C1C=CC1=C4C4=C(C=C1)C=CC1=C4C3=C(C=C2)C=C1","437.3 - 440.0","?C","439.0","Celsius"
"BrC1=CC=C(C=C)C=C1","5.0 - 7.7","?C","6.35","Celsius"
"OCCOC1=CC2=CC=CC=C2C=C1","74.0 - 76.7","?C","75.3","Celsius"
"OC1CCC2=CC=CC=C12","52.0 - 54.8","?C","53.4","Celsius"
"CC(=O)C1=CC=C(C=C1)[N+]([O-])=O","79.0 - 81.8","?C","80.4","Celsius"
"OC1=CC=CC=C1Cl","7.0 - 9.8","?C","8.4","Celsius"
"O[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1","152.0 - 154.8","?C","153.0","Celsius"
"CCCCCCCO","-36.0 - -33.2","?C","-34.6","Celsius"
"CC(=O)C(O)=O","11.0 - 13.8","?C","12.4","Celsius"
"CCCCCCCCCC#N","-17.9 - -15.0","?C","-16.4","Celsius"
"ClC1=CC=C(Cl)C=C1","52.09 - 55.0","?C","53.5","Celsius"
"NC1CCCC1","-85.7 - -82.7","?C","-84.2","Celsius"
"CC1=CC=CC(O)=C1O","65.0 - 68.0","?C","66.5","Celsius"
"CCCCCCCCCC1=CC=C(O)C=C1","42.0 - 45.0","?C","43.5","Celsius"
"NC1=NC=CS1","90.0 - 93.0","?C","91.5","Celsius"
"NC(=O)NO","141.0 - 144.0","?C","142.0","Celsius"
"O=C1CSC(=O)N1","125.0 - 128.0","?C","126.0","Celsius"
"OC(=O)CC(S)C(O)=O","149.0 - 152.0","?C","150.0","Celsius"
"N(C1=CC=CC=C1)C1=CC=C(NC2=CC=CC=C2)C=C1","144.0 - 147.0","?C","146.0","Celsius"
"NC(=O)CCl","118.0 - 121.0","?C","120.0","Celsius"
"CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1","153.0 - 156.0","?C","154.0","Celsius"
"OC1=C2C(=O)C3=CC=CC=C3C(=O)C2=C(O)C=C1","197.0 - 200.0","?C","198.0","Celsius"
"O=C1C(=O)C2=CC=CC3=C2C1=CC=C3","258.0 - 261.0","?C","260.0","Celsius"
"OC1=C(C=O)C=C(Br)C=C1Br","83.0 - 86.0","?C","84.5","Celsius"
"O=C1NC2=CC=CC=C2C1=O","200.0 - 203.0","?C","202.0","Celsius"
"BrCC(Br)C1=CC=CC=C1","72.0 - 75.0","?C","73.5","Celsius"
"CC(=O)CC(=O)C1=CC=CC=C1","56.0 - 59.0","?C","57.5","Celsius"
"CC1=CC2=C(N1)C=CC=C2","58.0 - 61.0","?C","59.5","Celsius"
"CC1=CC=C(Cl)C=C1N","23.0 - 26.0","?C","24.5","Celsius"
"ClS(=O)(=O)C1=CC=C(I)C=C1","82.0 - 85.0","?C","83.5","Celsius"
"CC(C)NC1=CC=C(NC2=CC=CC=C2)C=C1","74.0 - 77.0","?C","75.5","Celsius"
"CC(C)(O)CCC(C)(C)O","89.0 - 92.0","?C","90.5","Celsius"
"CCOC(=O)CCCCCCCCC(=O)OCC","2.0 - 5.0","?C","3.5","Celsius"
"[O-][N+](=O)C1=CC=CC(=C1)C(Cl)=O","33.0 - 36.0","?C","34.5","Celsius"
"C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=CC=C1","317.0 - 320.0","?C","318.0","Celsius"
"O=C(NNC1=CC=CC=C1)NNC1=CC=CC=C1","170.0 - 173.0","?C","172.0","Celsius"
"OC(=O)CC1=CC=C(F)C=C1","83.0 - 86.0","?C","84.5","Celsius"
"OC1=C(C=CC(F)=C1)[N+]([O-])=O","33.0 - 36.0","?C","34.5","Celsius"
"CC1=CC=C(O)C(O)=C1","65.0 - 68.0","?C","66.5","Celsius"
"C1COCOC1","-45.0 - -42.0","?C","-43.5","Celsius"
"O=C1C=C(OC2=C1C=CC=C2)C1=CC=CC=C1","97.0 - 100.0","?C","98.5","Celsius"
"NC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl","232.0 - 235.0","?C","234.0","Celsius"
"ClN=C1C=C(Br)C(=O)C(Br)=C1","80.0 - 83.0","?C","81.5","Celsius"
"NC1=CC2=C(C=C1)N=CC=C2","114.0 - 117.0","?C","116.0","Celsius"
"CC(=O)NC1=CC=CC(Cl)=C1","77.0 - 80.0","?C","78.5","Celsius"
"[O-][N+](=O)C1=CC=CC2=C1C=CC=C2[N+]([O-])=O","216.0 - 219.0","?C","218.0","Celsius"
"CNC(=O)C1=CC=CC=C1","79.0 - 82.0","?C","80.5","Celsius"
"CCCCC(N)=O","103.0 - 106.0","?C","104.0","Celsius"
"C1=CN(C=C1)C1=CC=CC=C1","59.0 - 62.0","?C","60.5","Celsius"
"CCCCCCCCCCCCCCCCCCCCCCCC","51.0 - 54.0","?C","52.5","Celsius"
"O=C1CCCCC1=O","37.0 - 40.0","?C","38.5","Celsius"
"CCCCP(=O)(CCCC)CCCC","64.0 - 67.0","?C","65.5","Celsius"
"CC1=CC=C2N=C(C)C=CC2=C1","57.0 - 60.0","?C","58.5","Celsius"
"COC1=CC=C2NC=CC2=C1","54.0 - 57.0","?C","55.5","Celsius"
"CC(=O)NN","64.0 - 67.0","?C","65.5","Celsius"
"CCCCCCCCC(C)O","-5.0 - -2.0","?C","-3.5","Celsius"
"CS(=O)C1=CC=CC=C1","29.0 - 32.0","?C","30.5","Celsius"
"O=C1C2=CC=CC=C2CCC2=CC=CC=C12","30.0 - 33.0","?C","31.5","Celsius"
"C(OC1=CC=C2NC=CC2=C1)C1=CC=CC=C1","99.0 - 102.0","?C","100.0","Celsius"
"CC(=O)C1=CC(C)=CC=C1O","47.0 - 50.0","?C","48.5","Celsius"
"O1C(=CN=C1C1=CC=C(C=C1)C1=NC=C(O1)C1=CC=CC=C1)C1=CC=CC=C1","242.0 - 245.0","?C","244.0","Celsius"
"C=CC1=CC=C(C=C1)C1=CC=CC=C1","116.0 - 119.0","?C","118.0","Celsius"
"OC(=O)C1=CC(Cl)=C(O)C(Cl)=C1","265.0 - 268.0","?C","266.0","Celsius"
"NC1=C(C=C(C=C1Cl)[N+]([O-])=O)[N+]([O-])=O","154.0 - 157.0","?C","156.0","Celsius"
"OCC1=CC=CC2=CC=CC=C12","61.0 - 64.0","?C","62.5","Celsius"
"CCN1C(=O)C2=CC=CC=C2C1=O","76.0 - 79.0","?C","77.5","Celsius"
"CC(=O)NC1=CC=CC(=C1)[N+]([O-])=O","152.0 - 155.0","?C","154.0","Celsius"
"CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC","52.0 - 55.0","?C","53.5","Celsius"
"CCOC1=CC=CC=C1O","26.0 - 29.0","?C","27.5","Celsius"
"COC1=CC=C(N)C(=C1)[N+]([O-])=O","124.0 - 127.0","?C","126.0","Celsius"
"OC(=O)CC1=CC(F)=CC=C1","43.0 - 46.0","?C","44.5","Celsius"
"COC1=CC=C(C)C=C1OC","24.0 - 27.0","?C","25.5","Celsius"
"CCCCCCCCC#CCCCCCCCC(O)=O","45.0 - 48.0","?C","46.5","Celsius"
"COC1=CC=C(C=O)C(C(O)=O)=C1OC","147.0 - 150.0","?C","148.0","Celsius"
"CNC1=CC=CC=C1[N+]([O-])=O","35.0 - 38.0","?C","36.5","Celsius"
"OCCCCCCCCO","60.0 - 63.0","?C","61.5","Celsius"
"NNC1=C(F)C(F)=CC(F)=C1F","89.0 - 92.0","?C","90.5","Celsius"
"CC1=CC(Cl)=NC(Cl)=C1C#N","110.0 - 113.0","?C","112.0","Celsius"
"BrCC1=CC2=CC=CC=C2C=C1","53.0 - 56.0","?C","54.5","Celsius"
"O1C(=CC=C1C1=CC=CC=C1)C1=CC=CC=C1","88.0 - 91.0","?C","89.5","Celsius"
"C1=CC=C(C=C1)C1=CC=C2C=CC=CC2=N1","83.0 - 86.0","?C","84.5","Celsius"
"CC(=O)C1=CC=C(OCC(O)=O)C=C1","173.0 - 176.0","?C","174.0","Celsius"
"[O-][N+](=O)C1=CC=C(C=C1)N=C=S","108.0 - 111.0","?C","110.0","Celsius"
"OC(=O)C1=C(F)C=CC(F)=C1","130.0 - 133.0","?C","132.0","Celsius"
"NC(=O)C1=CC=C(C=C1)C#N","224.0 - 227.0","?C","226.0","Celsius"
"FC(F)(F)C1=CC=CC=C1CC#N","30.0 - 33.0","?C","31.5","Celsius"
"O=S(=O)(CC1=CC=CC=C1)C1=CC=CC=C1","146.0 - 149.0","?C","148.0","Celsius"
"NC1=CC(Br)=CC=C1Br","51.0 - 54.0","?C","52.5","Celsius"
"CC1=C(C)C(C)=C(Br)C(C)=C1C","162.0 - 165.0","?C","164.0","Celsius"
"O=CC1=NC2=CC=CC=C2C=C1","68.0 - 71.0","?C","69.5","Celsius"
"COC1=CC2=CC=C(OC)C=C2C=C1","150.0 - 153.0","?C","152.0","Celsius"
"CC(C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1","173.0 - 176.0","?C","174.0","Celsius"
"CCOC(=O)C1=CNN=C1N","103.0 - 106.0","?C","104.0","Celsius"
"CCCCCCCCCCCCCCC(C)O","44.0 - 47.0","?C","45.5","Celsius"
"CCOC1=CC=C2C=CC=CC2=C1C=O","112.0 - 115.0","?C","114.0","Celsius"
"CC(C)(C)C(=O)CC#N","68.0 - 71.0","?C","69.5","Celsius"
"CC1CNCC(C)O1","-88.0 - -85.0","?C","-86.5","Celsius"
"N#CC1=CC=CC=C1C1=CC=CC=C1","38.0 - 41.0","?C","39.5","Celsius"
"O=C(OCC1=CC=CC=C1)C1=CC=CC=C1C(=O)OCC1=CC=CC=C1","41.0 - 44.0","?C","42.5","Celsius"
"C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C","198.0 - 201.0","?C","200.0","Celsius"
"O=C1CCCCCCCCCCCCCCO1","32.0 - 35.0","?C","33.5","Celsius"
"CCC(=O)C1=CC(F)=C(O)C(F)=C1","127.0 - 130.0","?C","128.0","Celsius"
"CC(=O)OC1=CC=C(C=C1)C1=CC=C(OC(C)=O)C=C1","161.0 - 164.0","?C","162.0","Celsius"
"NC1=C(Cl)C=CC(Cl)=C1C(O)=O","152.0 - 155.0","?C","154.0","Celsius"
"OCC=CCO","4.0 - 7.0","?C","5.5","Celsius"
"COC(=O)C1=CC=C(Cl)C(=C1)[N+]([O-])=O","80.0 - 83.0","?C","81.5","Celsius"
"OC(=O)\C=C\C1=CC=CC=C1[N+]([O-])=O","244.0 - 247.0","?C","246.0","Celsius"
"O=C\C=C\C1=CC=CO1","51.0 - 54.0","?C","52.5","Celsius"
"N#C\C=C\C1=CC=CC=C1","19.0 - 22.0","?C","20.5","Celsius"
"CC1=NN=C(S)S1","184.0 - 187.0","?C","186.0","Celsius"
"NC(=S)NS(=O)(=O)C1=CC=C(N)C=C1","179.0 - 182.0","?C","180.0","Celsius"
"NC1=CC(=C(O)C=C1)[N+]([O-])=O","126.0 - 129.0","?C","128.0","Celsius"
"NNC(=O)C1=CC=CC=C1[N+]([O-])=O","121.0 - 124.0","?C","122.0","Celsius"
"ON=C(C(O)C1=CC=CC=C1)C1=CC=CC=C1","151.0 - 154.0","?C","152.0","Celsius"
"ClC1=CC=C(C=C1)C(=O)\C=C\C1=CC=CC=C1","96.0 - 99.0","?C","97.5","Celsius"
"N[C@@H](CC1=CC(O)=CC=C1)C(O)=O","265.0 - 268.0","?C","266.0","Celsius"
"CC(=O)NC1=CC=C(C)C=C1","149.0 - 152.0","?C","150.0","Celsius"
"OC(=O)C(Cl)=C(Cl)Cl","73.0 - 76.0","?C","74.5","Celsius"
"OC(=O)C(F)(F)Cl","22.0 - 25.0","?C","23.5","Celsius"
"ClC(=O)CCC(Cl)=O","17.0 - 20.0","?C","18.5","Celsius"
"COC1=CC=C(C=C1)N=NC1=CC=CC=C1","53.0 - 56.0","?C","54.5","Celsius"
"OC(=O)CC1=CC=C(O)C=C1","149.0 - 152.0","?C","150.0","Celsius"
"OCC(O)=O","77.0 - 80.0","?C","78.5","Celsius"
"CCCCCCCCCCCCCCCCCC(O)=O","68.0 - 71.0","?C","69.5","Celsius"
"CC(Cl)(Cl)Cl","-33.0 - -30.0","?C","-31.5","Celsius"
"IC(I)I","119.0 - 122.0","?C","120.0","Celsius"
"CC(C)(C)C(O)=O","33.0 - 36.0","?C","34.5","Celsius"
"O=C1C2=CC=CC=C2C2=C3C(C=CC=C13)=CC=C2","170.0 - 173.0","?C","172.0","Celsius"
"CC1=CC=C(Cl)C=C1[N+]([O-])=O","36.0 - 39.0","?C","37.5","Celsius"
"CC1=CC=C(C(C)=C1)[N+]([O-])=O","6.0 - 9.0","?C","7.5","Celsius"
"ClC(C1=CC=CC=C1)C1=CC=CC=C1","16.0 - 19.0","?C","17.5","Celsius"
"N1N=C2C=CC=CC2=N1","97.0","?C","97.0","Celsius"
"CC1=C(Cl)C=C(N)C=C1","23.0 - 26.0","?C","24.5","Celsius"
"NC1=CC(Cl)=CC=C1O","140.0 - 143.0","?C","142.0","Celsius"
"FC(F)(F)C1=CC=C(Cl)C=C1","-36.0 - -33.0","?C","-34.5","Celsius"
"OC(=O)C1=CC=C(C=C1Cl)[N+]([O-])=O","139.0 - 142.0","?C","140.0","Celsius"
"N#CC1=CC=NC=C1","76.0 - 79.0","?C","77.5","Celsius"
"CC(=O)NC1=CC=C(Br)C=C1","166.0 - 169.0","?C","168.0","Celsius"
"C(COC1=CC=CC=C1)OC1=CC=CC=C1","95.0 - 98.0","?C","96.5","Celsius"
"ClCC1=CC=C(Cl)C=C1","28.0 - 31.0","?C","29.5","Celsius"
"ClC1=CC=C(Br)C=C1","65.0 - 68.0","?C","66.5","Celsius"
"CCCCCCCCCCCCCCCCCCO","58.0 - 61.0","?C","59.5","Celsius"
"CC1(C)N(Cl)C(=O)N(Cl)C1=O","132.0 - 135.0","?C","134.0","Celsius"
"C1CCCCCCC1","12.0 - 15.0","?C","13.5","Celsius"
"OC(=O)C1=CC(Cl)=CC=C1O","171.0 - 174.0","?C","172.0","Celsius"
"NC(=N)NC#N","208.0 - 211.0","?C","210.0","Celsius"
"CC1CCC2CC1C2(C)C","-53.0 - -50.0","?C","-51.5","Celsius"
"C1C2=CC=CC=C2CC2=CC=CC=C12","108.0 - 111.0","?C","110.0","Celsius"
"COC1=CC=C(C=C1)C1=CC=CC=C1","88.0 - 91.0","?C","89.5","Celsius"
"OC(=O)CC1=CC=CC=C1O","146.0 - 149.0","?C","148.0","Celsius"
"NC1=CC=CC=C1I","55.0 - 58.0","?C","56.5","Celsius"
"OC1=C(Br)C=C(Br)C=C1","37.0 - 40.0","?C","38.5","Celsius"
"OC(=O)C1=CC=C(I)C=C1","270.0 - 273.0","?C","272.0","Celsius"
"BrC1=CC=C(C=C1)C#N","111.0 - 114.0","?C","112.0","Celsius"
"ClC1=CC=C(C=C1)C#N","92.0 - 95.0","?C","93.5","Celsius"
"CCCCCCCCCCCCCCCCCCCCCC","42.0 - 45.0","?C","43.5","Celsius"
"NC1=CC=C(Cl)C(=C1)[N+]([O-])=O","100.0 - 103.0","?C","102.0","Celsius"
"CCCCCCCCCCCCC(O)=O","41.5 - 44.5","?C","43.0","Celsius"
"OC(=O)C1=CC=C(O1)[N+]([O-])=O","184.0 - 187.0","?C","186.0","Celsius"
"NC1=CC=C(Cl)C=C1C(=O)C1=CC=CC=C1","96.0 - 99.0","?C","97.5","Celsius"
"COC1=CC=C2N=C(N)SC2=C1","163.0 - 166.0","?C","164.0","Celsius"
"[O-][N+](=O)C1=CC(=CC=C1)C1=CC=CC=C1","59.0 - 62.0","?C","60.5","Celsius"
"OC(=O)C1=C(Cl)C(=CC=C1)[N+]([O-])=O","181.0 - 184.0","?C","182.0","Celsius"
"NC1=CC(=CC=C1Cl)[N+]([O-])=O","118.0 - 121.0","?C","120.0","Celsius"
"OCC1=CC=CC=C1Cl","70.0 - 73.0","?C","71.5","Celsius"
"CC(C)C1=CC(=C(C)C=C1O)C1(OC(=O)C2=CC=CC=C12)C1=CC(C(C)C)=C(O)C=C1C","250.0 - 253.0","?C","252.0","Celsius"
"OC(=O)C1=CC=C(C=C1)C1=CC=CC=C1","225.0 - 228.0","?C","226.0","Celsius"
"COC1=CC=C(OC)C(C=O)=C1","49.0 - 52.0","?C","50.5","Celsius"
"COC1=CC(=O)C=C(OC)C1=O","253.0 - 256.0","?C","254.0","Celsius"
"COC1=CC=C(C=O)C(OC)=C1","69.0 - 72.0","?C","70.5","Celsius"
"COC1=CC=C(I)C=C1","50.0 - 53.0","?C","51.5","Celsius"
"FC(F)(F)C1=CC=C(C=C1)C(=O)C1=CC=CC=C1","115.0 - 118.0","?C","116.0","Celsius"
"OC(=O)C1=CC=CC=C1C1=CC=CC=C1","112.0 - 115.0","?C","114.0","Celsius"
"BrC1=CC=C(C=C1)C(=O)C1=CC=C(Br)C=C1","174.0 - 177.0","?C","176.0","Celsius"
"CC(=O)C1=CC=C(Cl)C(Cl)=C1","73.0 - 76.0","?C","74.5","Celsius"
"COC(=O)C1=CC=CC(O)=C1","71.0 - 74.0","?C","72.5","Celsius"
"COC1=CC=C2N=CC=C([C@@H](O)[C@@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)C2=C1","174.0 - 177.0","?C","176.0","Celsius"
"OC(=O)\C=C\C1=CC=CC(Br)=C1","177.0 - 180.0","?C","178.0","Celsius"
"O=C(\C=C\C1=CC=C2C=CC=CC2=C1)/C=C/C1=CC=C2C=CC=CC2=C1","242.0 - 245.0","?C","244.0","Celsius"
"OC(=O)CBr","47.0 - 50.0","?C","48.5","Celsius"
"OCCOCCOCCO","-7.0 - -4.0","?C","-5.5","Celsius"
"CCC1=CC=CC=C1N","-47.0 - -44.0","?C","-45.5","Celsius"
"ClC1=CC=C(I)C=C1","54.0 - 57.0","?C","55.5","Celsius"
"OC1=CC(Br)=CC=C1","30.0 - 33.0","?C","31.5","Celsius"
"CCCCCCC1=CC=C(O)C=C1O","65.0 - 68.0","?C","66.5","Celsius"
"CC1=CC(C)=NC(C)=C1","-46.0 - -43.0","?C","-44.5","Celsius"
"NC1=CC=CC=C1Br","29.0 - 32.0","?C","30.5","Celsius"
"CC1=CC(C)=C(Br)C(C)=C1","-1.0 - 2.0","?C","0.5","Celsius"
"CC(C)(C)C1=CC=C(Br)C=C1","16.0 - 19.0","?C","17.5","Celsius"
"NC1=CC=CC=C1C(O)=O","144.0 - 147.0","?C","146.0","Celsius"
"CCCC=O","-99.0 - -96.0","?C","-97.5","Celsius"
"[O-][N+](=O)C1=CC=C(C=O)C=C1","105.0 - 108.0","?C","106.0","Celsius"
"CN1C(C)=NC=C1[N+]([O-])=O","137.0 - 140.0","?C","138.0","Celsius"
"C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO","234.0 - 237.0","?C","236.0","Celsius"
"OC(=O)C1=CC=C(Cl)C=C1","240.0 - 243.0","?C","242.0","Celsius"
"CI","-67.0 - -64.0","?C","-65.5","Celsius"
"CCCCC1(CC)C(=O)NC(=O)NC1=O","125.5 - 128.5","?C","127.0","Celsius"
"OC(C1=CC=CC=C1)C1=CC=CC=C1","66.0 - 69.0","?C","67.5","Celsius"
"CC(=O)C1=CC=C2C=CC=CC2=C1","53.0 - 56.0","?C","54.5","Celsius"
"COC(=O)C1=CC=CC=C1","-15.0 - -12.0","?C","-13.5","Celsius"
"CC1=CC=C(C=C1)S(Cl)(=O)=O","68.0 - 71.0","?C","69.5","Celsius"
"CCCCCCC(O)=O","-9.0 - -6.0","?C","-7.5","Celsius"
"CCCCCCCCCC(C)=O","12.0 - 15.0","?C","13.5","Celsius"
"CCCCOCCCC","-98.0 - -95.0","?C","-96.5","Celsius"
"CC(=O)NC1=CC=CC=C1O","205.0 - 208.0","?C","206.0","Celsius"
"COC(=O)OC","1.0 - 4.0","?C","2.5","Celsius"
"ICCI","80.0 - 83.0","?C","81.5","Celsius"
"[O-][N+](=O)C1=CC=C(I)C=C1","173.0 - 176.0","?C","174.0","Celsius"
"CC(=O)C1=CC=C(I)C=C1","83.0 - 86.0","?C","84.5","Celsius"
"OCCCCCCO","42.0 - 45.0","?C","43.5","Celsius"
"[O-][N+](=O)C1=CC=C(Cl)C(=C1)[N+]([O-])=O","50.0 - 53.0","?C","51.5","Celsius"
"CC1=CC(Cl)=C(C)C=C1Cl","68.0 - 71.0","?C","69.5","Celsius"
"OC1=CC=C(Cl)C=C1","41.0 - 44.0","?C","42.5","Celsius"
"O=C(CC1=CC=CC=C1)CC1=CC=CC=C1","32.0 - 35.0","?C","33.5","Celsius"
"[O-][N+](=O)C1=CC(Cl)=CC=C1","43.0 - 46.0","?C","44.5","Celsius"
